Cluster Composition,Cluster Ancestor,Representative sequence,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  ,Is the orientation ncKwa?,Any other defence system on same loci?,Other systems present,Remarks,Phylum,Order
1 member(s) 1 organism(s),CFB group bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Lutibacter sp. A64],161,161,99%,3.00E-43,15.11,339,WP_240244858.1,No,N/A,,,Bacteroidota,Flavobacteriales
1 member(s) 1 organism(s),g-proteobacteria,DUF4868 domain-containing protein [Gammaproteobacteria bacterium],156,156,55%,3.00E-43,20,171,HFD87405.1,N/A,N/A ,,Seems to only have ncKwaB,Pseudomonadota,unclassified Gammaproteobacteria
1 member(s) 1 organism(s),firmicutes,"Kiwa anti-phage protein KwaB-like domain-containing protein, partial [Lysinibacillus sphaericus]",156,156,56%,3.00E-43,33.14,173,WP_328031172.1,N/A,N/A ,,Seems to only have ncKwaB,Bacillota,Bacillales
1 member(s) 1 organism(s),firmicutes,DUF4868 domain-containing protein [Enterococcus faecalis],159,159,89%,6.00E-43,15.64,281,HDT8003688.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Peptostreptococcus russellii],159,159,100%,6.00E-43,24.34,294,WP_180366767.1,Yes,No,,,Bacillota,Peptostreptococcales
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Carnobacterium divergens],159,159,99%,7.00E-43,17.57,314,WP_135019079.1,Yes,No,,,Bacillota,Lactobacillales
2 member(s) 1 organism(s),euryarchaeotes,MAG: hypothetical protein SBU_000989 [Candidatus Syntropharchaeum butanivorans],159,159,98%,1.00E-42,21.94,309,OFV66052.1,N/A,N/A,,Seems to only have ncKwaB,Halobacteriota,Candidatus Syntropharchaeales
1 member(s) 1 organism(s),actinobacteria,DUF4868 domain-containing protein [Actinomycetota bacterium],159,159,93%,2.00E-42,15.81,331,MDP9404214.1,No,N/A,,,Actinomycetota,unclassified Actinomycetota
1 member(s) 1 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Lysinibacillus sp. NPDC093197],158,158,99%,3.00E-42,16.01,308,WP_401019923.1,Yes,Yes,PDC-S14 & RM type I & DRT class II & PDC-S41,,Bacillota,Bacillales
13 member(s) 5 organism(s),firmicutes,Kiwa anti-phage protein KwaB-like domain-containing protein [Enterococcus faecium],158,158,100%,4.00E-42,17.2,314,WP_113850542.1,Yes,No,,,Bacillota,Lactobacillales
1 member(s) 1 organism(s),high G+C Gram-positive bacteria,Kiwa anti-phage protein KwaB-like domain-containing protein [Mycobacterium paraintracellulare],158,158,88%,6.00E-42,11.64,330,WP_202284831.1,No,N/A,,,Actinomycetota,Mycobacteriales
1 member(s) 1 organism(s),firmicutes,putative uncharacterized protein [Intestinibacter bartlettii CAG:1329],152,152,53%,7.00E-42,45.34,164,CDA09747.1,Yes,Yes,RM type I ,ncKwaB broken into two,Bacillota,Peptostreptococcales
1 member(s) 1 organism(s),CFB group bacteria,DUF4868 domain-containing protein [Mediterranea sp. (in: CFB group bacteria)],157,157,89%,8.00E-42,17.09,315,MDR0658661.1,No,N/A,,,Bacteroidota,Bacteroidales
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"		",,,,,,,,,,,,,,,
